rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
37	4	5	N/A	-92.44630722815388	0.2628140703517588	63.27610801234861	C31H54O2	[M + H3N + H]+	BPDZJMCTHRVRNC	InChI=1S/C31H54O2/c1-20(2)21(3)12-19-31(9,33)23-13-17-29(7)22(23)10-11-25-28(6)16-15-26(32)27(4,5)24(28)14-18-30(25,29)8/h21-26,32-33H,1,10-19H2,2-9H3	null	CC(CCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)O)C)C)C)O)C(=C)C	9.0	101280167;101289745;101412156;101863230;101863231	COCONUT:(CNP0287081);KNApSAcK:(30290);Natural Products:(UNPD47123 UNPD51294 UNPD156340 UNPD183758 UNPD173296);PubChem:(101280167 101289745 101412156 101863230 101863231);SuperNatural:(SN00269095 SN00345509 SN00319671 SN00363241 SN00362496);MeSH:(101412156);PubMed	3178582	476.4422	155.647	2233_CARA_C18_pos_SIRIUS_8863
38	4	3	N/A	-239.0242115183525	0.15678391959798996	0.6071621661858702	C41H64O2	[M + H3N + H]+	LTQAOQIVYLPNJB	InChI=1S/C41H64O2/c1-34(22-14-24-36(3)26-16-28-38(5)30-18-32-40(7,8)42)20-12-13-21-35(2)23-15-25-37(4)27-17-29-39(6)31-19-33-41(9,10)43-11/h12-15,17,20-25,27-29,42H,16,18-19,26,30-33H2,1-11H3	null	CC(=CCCC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCCC(C)(C)OC)C)C)CCCC(C)(C)O	13.3999996	87442572	COCONUT:(CNP0118187);KNApSAcK:(22903);Natural Products:(UNPD49567);PubChem:(87442572);SuperNatural:(SN00243363);KEGG Mine	8593113106	606.5233	168.922	7685_CARA_C18_pos_SIRIUS_22100
39	3	3	N/A	-108.97797260674405	0.9969849246231154	31.64915633605054	C18H34O11	[M - H4O2 + H]+	CDKSSTRSYLYARI	InChI=1S/C18H34O11/c1-2-3-4-5-6-26-17-15(24)14(23)12(21)10(29-17)8-27-18-16(25)13(22)11(20)9(7-19)28-18/h9-25H,2-8H2,1H3	(2R,3R,4R,5S,6R)-2-[[(2R,3R,4R,5R,6R)-6-hexoxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CCCCCCOC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O	-1.89999998	5318049;14655094;22524270	COCONUT:(CNP0235261);Natural Products:(UNPD141728);PubChem:(5318049 14655094 22524270);SuperNatural:(SN00166560)	3178498	391.1934	28.048	7357_CARA_C18_pos_SIRIUS_30745
40	1	1	N/A	-343.3534240363696	0.9120603015075377	15.90291383195721	C39H75NO4	[M + K]+	GCMHFZXSFGXOEE	InChI=1S/C39H75NO4/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-38(43)39(44)40-36(35-41)37(42)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h23,25,31,33,36-38,41-43H,3-22,24,26-30,32,34-35H2,1-2H3,(H,40,44)	null	CCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCC=CCCCCCCCCC)O)O	13.8999996	25244195;90658415	COCONUT:(CNP0038924);PubChem:(25244195 90658415);SuperNatural:(SN00215551);CHEBI:(138524);Biocyc:(CPD-8438)	3147810	660.5298	117.272	7363_CARA_C18_pos_SIRIUS_17952
41	2	2	N/A	-104.41433176084104	0.9999999999999999	118.4062401720834	C41H76O6	[M + H3N + H]+	BJXXCOMGRRCAGN	InChI=1S/C41H76O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-39(44)46-37-41(35-42,36-43)38-47-40(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,42-43H,3-16,21-38H2,1-2H3	Pentol	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCCC=CCCCCCCCC	13.6999998	3034361;6436590;9809915;124629288	NORMAN:(NS00006076);MeSH:(3034361 6436590 9809915);PubChem:(3034361 6436590 9809915 124629288);PubMed	262214	682.592	262.646	778_CARA_C18_pos_SIRIUS_566
42	4	4	N/A	-285.4812395120818	0.07487437185929649	3.4928423934502533	C17H31NO6	[M + H3N + H]+	OOKPYPSVSYFHEP	InChI=1S/C17H31NO6/c19-13-14(17(23)24)18-15(20)11-9-7-5-3-1-2-4-6-8-10-12-16(21)22/h14,19H,1-13H2,(H,18,20)(H,21,22)(H,23,24)	null	C(CCCCCCC(=O)O)CCCCCC(=O)NC(CO)C(=O)O	3.0	137918191	PubChem:(137918191);COCONUT:(CNP0086797)	2097154	363.2484	84.003	6089_CARA_C18_pos_SIRIUS_26905
43	4	3	N/A	-444.4320574355476	0.14271356783919598	24.840366095959133	C36H59N3O4	[M + H]+	LIHYCAFJLUVHKH	InChI=1S/C36H59N3O4/c1-26(2)18-21-32(29(25-42-3)14-10-22-39-36(37)38)33-23-28(24-34(35(33)41)43-31-16-8-9-17-31)19-20-30(40)15-7-6-13-27-11-4-5-12-27/h7,15,23-24,26-27,29,31-32,41H,4-6,8-14,16-22,25H2,1-3H3,(H4,37,38,39)/p+1	null	CC(C)CCC(C1=C(C(=CC(=C1)CCC(=O)C=CCCC2CCCC2)OC3CCCC3)O)C(CCC[NH+]=C(N)N)COC	0.0	""	COCONUT:(CNP0055060 CNP0095396);SuperNatural:(SN00175763)	3145728	598.4558	167.605	2776_CARA_C18_pos_SIRIUS_26372
44	3	3	N/A	-55.024732377710016	0.9999999999999999	29.381921572591892	C17H30O3	[M - H4O2 + H]+	HBFCVDJQUPEEIC	InChI=1S/C17H30O3/c1-2-3-10-13-16(18)14-11-8-6-4-5-7-9-12-15-17(19)20/h1,16,18H,3-15H2,(H,19,20)	12-Hhdya	C#CCCCC(CCCCCCCCCCC(=O)O)O	4.69999981	3082966;5282972;11778541	COCONUT:(CNP0313673);PubChem:(3082966 5282972 11778541);additional;MeSH:(3082966);Training Set;PubMed	2637894	247.2054	78.289	5911_CARA_C18_pos_SIRIUS_20332
45	1	1	N/A	-231.9737483271996	0.8839195979899497	11.975596431820165	C44H85NO3	[M + H3N + H]+	RBWQERGGVBSKJY	InChI=1S/C44H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h17-18,37,39,42-43,46-47H,3-16,19-36,38,40-41H2,1-2H3,(H,45,48)	Ceramide (d18:1/26:1(17Z))	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)O	17.2999992	5283569;134763159	COCONUT:(CNP0082455);PubChem:(5283569 134763159);SuperNatural:(SN00216460);CHEBI:(84375);PubChem class - bio and metabolites	19922978	693.683	96.983	4234_CARA_C18_pos_SIRIUS_7395
46	3	3	N/A	-94.84069410466877	0.9999999999999999	9.551020553550138	C17H32O3	[M + H3N + H]+	OEEDRMFBAHHVQI	InChI=1S/C17H32O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-16(18)15-17(19)20-2/h3-15H2,1-2H3	Methyl 3-oxohexadecanoate	CCCCCCCCCCCCCC(=O)CC(=O)OC	6.19999981	84430	NORMAN:(NS00024684);PubChem:(84430);KEGG Mine	8590196738	302.2684	70.623	1934_CARA_C18_pos_SIRIUS_34778
47	4	1	N/A	-188.76402564673754	0.05527638190954774	3.3587950818913215	C47H80O2	[M + H3N + H]+	YGFYFKOADMLVOY	InChI=1S/C47H80O2/c1-8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-45(48)49-40-31-33-46(6)39(35-40)27-28-41-43-30-29-42(47(43,7)34-32-44(41)46)37(5)25-26-38(9-2)36(3)4/h25-27,37-38,40-44H,3,8-24,28-35H2,1-2,4-7H3	null	CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)C=CC(CC)C(=C)C)C)C	15.5883007	""	COCONUT:(CNP0151057);Natural Products:(UNPD40076 UNPD45762);SuperNatural:(SN00324062 SN00336945)	3178496	694.6466	220.616	2157_CARA_C18_pos_SIRIUS_5899
48	4	2	N/A	-186.723401821037	0.2100502512562814	8.47277653107533	C28H56O4	[M + H3N + H]+	YCUULKHNJZXLCO	InChI=1S/C28H56O4/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-27(31)32-26-28(4-2,24-29)25-30/h29-30H,3-26H2,1-2H3	2,2-Bis(hydroxymethyl)butyl docosanoate	CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CC)(CO)CO	10.3000002	3023996	PubChem:(3023996);NORMAN:(NS00040252)	262146	474.4493	142.187	145_CARA_C18_pos_SIRIUS_23338
49	2	2	N/A	-66.64230262713954	0.9999999999999999	17.473511646970223	C17H36N2O	[M + H]+	TWMFGCHRALXDAR	InChI=1S/C17H36N2O/c1-4-5-6-7-8-9-10-11-12-14-17(20)18-15-13-16-19(2)3/h4-16H2,1-3H3,(H,18,20)	Lexamine L 13	CCCCCCCCCCCC(=O)NCCCN(C)C	5.0999999	51392;20545191;101382048	NORMAN:(NS00009262);MeSH:(51392);PubChem class - safety and toxic;PubChem:(51392 20545191 101382048);PubMed	67371078	285.2893	42.94	1672_CARA_C18_pos_SIRIUS_1981
50	3	3	N/A	-19.627642588847593	0.9999999999999999	31.67208633174023	C36H71NO3	[M + H]+	VODZWWMEJITOND	InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)	C18 Ceramide	CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	13.8999996	643967;3607830;5283565;6372196;10793076;13846207;21607128;42626879;57369251;71314647;93535594;92863358;124389991;129678240;131707107;133687831;136212566;137700200	COCONUT:(CNP0172298);HMDB:(829 4950);Natural Products:(UNPD131046);PubChem:(643967 3607830 5283565 6372196 10793076 13846207 21607128 42626879 57369251 71314647 93535594 92863358 124389991 129678240 131707107 133687831 136212566 137700200);CHEBI:(72961);ZINC bio:(ZINC16051949);additional;PubChem class - bio and metabolites;Training Set;PubMed	19456106	566.5498	192.766	1772_CARA_C18_pos_SIRIUS_19421
51	3	6	N/A	-29.4812923989139	0.41105527638190953	20.320246943049217	C25H27ClN2	[M + H]+	OCJYIGYOJCODJL	InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3	Antivert	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl	5.80000019	4034;6604289;23307231;57369287;126485617;126485625;126485637;135239545	HMDB:(14875);SuperNatural:(SN00024406 SN00024375);ZINC bio:(ZINC19361042 ZINC19594557);additional;HSDB:(569-65-3);MeSH:(4034);PubMed;NORMAN:(NS00000507);COCONUT:(CNP0057616 CNP0122659);PubChem:(4034 6604289 23307231 57369287 126485617 126485625 126485637 135239545);CHEBI:(6709);PubChem class - bio and metabolites;KEGG:(C07116);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	391.193	41.392	2679_CARA_C18_pos_SIRIUS_34537
52	1	2	N/A	-85.43620556118157	0.07085427135678393	96.24253959691755	C20H38O2	[M + Na]+	LQJBNNIYVWPHFW	InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h11-12H,2-10,13-19H2,1H3,(H,21,22)	Gadoleic acid	CCCCCCCCCCC=CCCCCCCCC(=O)O	7.55522966	94159;5282767;5460986;5460988;5460989	HMDB:(62436);SuperNatural:(SN00380213 SN00350102);PubMed;NORMAN:(NS00019902);COCONUT:(CNP0210294);Natural Products:(UNPD101405 UNPD181681 UNPD228514);PubChem:(94159 5282767 5460986 5460988 5460989);CHEBI:(32423 32422 32419 32420);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-16709)	120883306	333.2755	105.247	1412_CARA_C18_pos_SIRIUS_21555
53	2	2	N/A	-111.02755508775793	0.9999999999999999	16.64097913387885	C20H36O	[M - H2O + H]+	RGZQELKPKWCNQW	InChI=1S/C20H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21/h6-7,9-10,12-13,21H,2-5,8,11,14-20H2,1H3	8,11,14-Eicosatrien-1-ol	CCCCCC=CCC=CCC=CCCCCCCCO	7.11695242	19365890;54266305;86289279	PubChem:(19365890 54266305 86289279);CHEBI:(77579)	34	275.2718	188.699	5607_CARA_C18_pos_SIRIUS_21508
54	1	1	N/A	-196.52241106065037	0.34271356783919604	13.121193441669977	C42H84N2O2	[M + K]+	SLZWSYPJQQIDJB	InChI=1S/C42H84N2O2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33-37-41(45)43-39-35-31-32-36-40-44-42(46)38-34-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-40H2,1-2H3,(H,43,45)(H,44,46)	n,n''-hexane-1,6-diyldioctadecanamide	CCCCCCCCCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCCCCCCCCCC	17.1000004	77755	PubChem:(77755);NORMAN:(NS00048864)	262146	687.6174	271.616	6820_CARA_C18_pos_SIRIUS_4255
55	1	1	N/A	-368.0296981449184	0.9954773869346732	21.437919801133773	C41H77N3O	[M + H]+	RDCFMYPAWIVZFX	InChI=1S/C41H77N3O/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-40-42-36-38-44(40,3)39-37-43-41(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h18-21H,4-17,22-39H2,1-3H3/p+1	null	CCCCCCCCC=CCCCCCCCC1=NCC[N+]1(C)CCNC(=O)CCCCCCCC=CCCCCCCCC	14.0	44150772;57352875;53470848;121493106;121493108	PubChem:(44150772 57352875 53470848 121493106 121493108);NORMAN:(NS00061984)	262146	628.6165	250.307	5644_CARA_C18_pos_SIRIUS_5270
56	4	2	N/A	-170.01717332203393	0.8663316582914572	36.513298371792274	C44H87NO8	[M - H4O2 + H]+	JMHGBISEAGEKAI	InChI=1S/C44H87NO8/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-40(48)45-37(36-52-44-43(51)42(50)41(49)39(35-46)53-44)38(47)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h37-39,41-44,46-47,49-51H,3-36H2,1-2H3,(H,45,48)	N-(eicosanoyl)-1-beta-glucosyl-sphinganine	CCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(CCCCCCCCCCCCCCC)O	14.0	6321365;10259548;18781911;52931275;73349851;70183709;90659806;90659807;134741471	COCONUT:(CNP0082402);PubChem:(6321365 10259548 18781911 52931275 73349851 70183709 90659806 90659807 134741471);PubMed;CHEBI:(84703 84704);PubChem class - bio and metabolites	18874466	722.6238	271.616	8112_CARA_C18_pos_SIRIUS_26508
57	4	2	N/A	-386.5417462585642	0.23819095477386937	2.1921423655689054	C32H56N4O4	[M + H3N + H]+	CQPVSZQGAGLFKM	InChI=1S/C32H56N4O4/c1-5-7-9-11-13-15-17-21-27(33-3)25-30(37)35-24-20-19-23-29(32(39)40)36-31(38)26-28(34-4)22-18-16-14-12-10-8-6-2/h27-29H,5-26H2,1-2H3,(H,35,37)(H,36,38)(H,39,40)	null	CCCCCCCCCC(CC(=O)NCCCCC(C(=O)O)NC(=O)CC(CCCCCCCCC)[N+]#[C-])[N+]#[C-]	7.9000001	137333768	PubChem:(137333768);CHEBI:(137423)	34	578.4695	148.606	945_CARA_C18_pos_SIRIUS_7350
58	3	2	N/A	-64.45875750749786	0.46381909547738687	14.89709831354968	C14H26O3	[M - H2O + H]+	FCMLVMXRWKFUTG	InChI=1S/C14H26O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h2-12H2,1H3,(H,16,17)	6CO Myristic acid	CCCCCCCCC(=O)CCCCC(=O)O	3.5999999	454063	COCONUT:(CNP0241941);HMDB:(30982);Natural Products:(UNPD113426);PubChem:(454063);SuperNatural:(SN00271145);PubChem class - bio and metabolites;PubMed	19955786	225.1835	78.841	5183_CARA_C18_pos_SIRIUS_13560
59	3	2	N/A	-77.31259027664002	0.1	15.593795022833454	C30H52O3	[M - H4O2 + H]+	PYXFVCFISTUSOO	InChI=1S/C30H52O3/c1-19(2)10-9-14-30(8,33)20-11-16-29(7)25(20)21(31)18-23-27(5)15-13-24(32)26(3,4)22(27)12-17-28(23,29)6/h10,20-25,31-33H,9,11-18H2,1-8H3	Folienetriol	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C	7.19999981	3080633;3080644;3800204;5315260;5320743;9890474;9890475;9920281;11048822;11669795;11705272;10204875;11213350;16395791;22524617;25422655;24883931;24996149;42608288;44603571;44278219;50986525;54215507;59067010;58590074;58590883;58590892;59841438;69936239;69936241;71620663;71463826;86312584;86312585;91011543;91234858;123134853;125032797;125463137;124909915;124909933;124909934;124909936;126969512;129316841;133109108;132586995;131632426;131676204;134688662;139024276;138107291;139292018;139423048	HMDB:(35777);SuperNatural:(SN00345173 SN00274097 SN00300844 SN00161428 SN00020250 SN00256939 SN00020253 SN00226626 SN00354984 SN00160041 SN00159769 SN00297741 SN00077660 SN00020251 SN00020252 SN00086101);ZINC bio:(ZINC08740122 ZINC12656264 ZINC13431585 ZINC13431586 ZINC13431588 ZINC13431589 ZINC28770365);additional;MeSH:(3080633 3080644 3800204 9890474 9920281 11048822 11213350 71463826 123134853 126969512 129316841 133109108 134688662);Plantcyc:(CPD-15449);PubMed;COCONUT:(CNP0238948);Natural Products:(UNPD60848 UNPD79492 UNPD89416 UNPD120651 UNPD34004 UNPD71720 UNPD149960 UNPD100339 UNPD126683 UNPD155982);PubChem:(3080633 3080644 3800204 5315260 5320743 9890474 9890475 9920281 11048822 11669795 11705272 10204875 11213350 16395791 22524617 25422655 24883931 24996149 42608288 44603571 44278219 50986525 54215507 59067010 58590074 58590883 58590892 59841438 69936239 69936241 71620663 71463826 86312584 86312585 91011543 91234858 123134853 125032797 125463137 124909915 124909933 124909934 124909936 126969512 129316841 133109108 132586995 131632426 131676204 134688662 139024276 138107291 139292018 139423048);CHEBI:(75950 76238 76237);PubChem class - bio and metabolites;KEGG:(C20715);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15449);KEGG Mine	8677681518	425.3777	277.987	6231_CARA_C18_pos_SIRIUS_14694
60	3	3	N/A	-107.86259233216116	0.9999999999999999	28.566482069808938	C22H38O3	[M - H2O + H]+	CQNJIFNYKDBSHW	InChI=1S/C22H38O3/c1-19(23)14-12-10-8-6-4-2-3-5-7-9-11-13-15-20-16-21(24)18-22(25)17-20/h16-19,23-25H,2-15H2,1H3	null	CC(CCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O)O	7.9000001	38347578;38347584;45782909	COCONUT:(CNP0041826);PubChem:(38347578 38347584 45782909);SuperNatural:(SN00028545 SN00028544);ZINC bio:(ZINC31156182 ZINC31156187)	3153922	333.2779	183.429	2765_CARA_C18_pos_SIRIUS_21060
61	4	1	N/A	-291.61483957665695	0.9190954773869346	10.23951164460812	C27H50N4O5	[M + H3N + H]+	KBKIHHNRHOTMRE	InChI=1S/C27H50N4O5/c1-10-11-12-13-22(32)30-24(18(4)5)27(36)28-20(14-15-23(33)31(8)9)26(35)29-21(16-17(2)3)25(34)19(6)7/h17-18,20-21,24-25,34H,6,10-16H2,1-5,7-9H3,(H,28,36)(H,29,35)(H,30,32)	null	CCCCCC(=O)NC(C(C)C)C(=O)NC(CCC(=O)N(C)C)C(=O)NC(CC(C)C)C(C(=C)C)O	3.70000005	117071818	PubChem:(117071818);PubMed;PubChem class - bio and metabolites	16777282	528.4073	51.26	3919_CARA_C18_pos_SIRIUS_3556
62	1	1	N/A	-250.52120594451236	0.9999999999999999	10.48425137576662	C24H51NO4	[M - H2O + H]+	QCOZKOLXTLBJRT	InChI=1S/C24H51NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-25(19-23(28)21-26)20-24(29)22-27/h23-24,26-29H,2-22H2,1H3	3,3''-(octadecylimino)dipropane-1,2-diol	CCCCCCCCCCCCCCCCCCN(CC(CO)O)CC(CO)O	6.5	108488	PubChem:(108488);NORMAN:(NS00054306)	262146	400.376	86.813	4827_CARA_C18_pos_SIRIUS_1957
63	2	2	N/A	-211.633955046504	0.9628140703517589	50.63310925300005	C32H48O3	[M + H3N + H]+	FZJGVNUYIJBUJK	InChI=1S/C32H48O3/c33-32(35-29-28-34-31-25-19-15-20-26-31)27-21-13-11-9-7-5-3-1-2-4-6-8-10-12-16-22-30-23-17-14-18-24-30/h14-15,17-20,23-26H,1-13,16,21-22,27-29H2	2-Phenoxyethyl phenylstearate	C1=CC=C(C=C1)CCCCCCCCCCCCCCCCCC(=O)OCCOC2=CC=CC=C2	11.6000004	109632	PubChem:(109632);NORMAN:(NS00059948)	262146	498.3971	53.951	1498_CARA_C18_pos_SIRIUS_2187
64	4	1	N/A	-331.53593536729534	0.03165829145728643	26.952727884028434	C34H55N9O6	[M + H]+	YEDKWJKZUPWFIU	InChI=1S/C34H55N9O6/c1-7-20(6)28(43-29(44)23(35)16-21-17-39-24-12-9-8-11-22(21)24)32(47)42-27(19(4)5)31(46)41-26(15-18(2)3)30(45)40-25(33(48)49)13-10-14-38-34(36)37/h8-9,11-12,17-20,23,25-28,39H,7,10,13-16,35H2,1-6H3,(H,40,45)(H,41,46)(H,42,47)(H,43,44)(H,48,49)(H4,36,37,38)	null	CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N	1.89856219	""	COCONUT:(CNP0202926);Natural Products:(UNPD55110)	2129920	686.4286	41.577	456_CARA_C18_pos_SIRIUS_13108
65	1	1	N/A	-107.89987656065952	0.9899497487437188	50.79604249164201	C33H66O4	[M + Na]+	OTRUEIQBIGHSMI	InChI=1S/C33H66O4/c1-4-7-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-27-33(35)37-30-32(34)29-36-28-31(6-3)26-8-5-2/h31-32,34H,4-30H2,1-3H3	1-Docosanoyloxy-3-(2-ethylhexyloxy)-2-propanol	CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COCC(CC)CCCC)O	13.1000004	15980983;76971259;76971260;76971261;76971262	PubChem:(15980983 76971259 76971260 76971261 76971262);NORMAN:(NS00013680)	262146	549.4813	257.971	4646_CARA_C18_pos_SIRIUS_22230
66	4	2	N/A	-119.86718432840671	0.43567839195979907	10.449659544248991	C39H74O5	[M + H3N + H]+	QFAYEXQEVKDUJW	InChI=1S/C39H74O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17,19,37,40H,3-16,18,20-36H2,1-2H3	Diacylglycerol(18:1n9/18:0)	CCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC	15.3000002	53478090;76040574;88359526;88359529;101930175	COCONUT:(CNP0338068);HMDB:(7216);PubChem:(53478090 76040574 88359526 88359529 101930175);SuperNatural:(SN00217053);YMDB Mine;CHEBI:(75448);PubChem class - bio and metabolites	34379661354	640.5863	139.843	787_CARA_C18_pos_SIRIUS_310
67	1	1	N/A	-44.32559957413098	0.9999999999999999	59.35484324875216	C35H66O5	[M + H]+	PBQUPIXOPSSWNK	InChI=1S/C35H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,33,36H,3-12,14,16-32H2,1-2H3	Diacylglycerol(16:1/16:0)	CCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCC	13.1000004	54180809;53478036;88619415;134757337	COCONUT:(CNP0084931);HMDB:(7127);PubChem:(54180809 53478036 88619415 134757337);SuperNatural:(SN00216966);YMDB Mine;CHEBI:(88471);PubChem class - bio and metabolites	34379661354	567.4981	220.364	5255_CARA_C18_pos_SIRIUS_772
68	2	2	N/A	-53.85795631945634	0.9989949748743717	29.107673524021724	C33H60O5	[M + H3N + H]+	MMXVUIXFSQFCJO	InChI=1S/C33H60O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h10,12-13,15,31,34H,3-9,11,14,16-30H2,1-2H3	Diacylglycerol(14:1/16:1)	CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCC	11.1000004	53477976;134750024;138212081	COCONUT:(CNP0125063);HMDB:(7041);PubChem:(53477976 134750024 138212081);SuperNatural:(SN00216881);CHEBI:(88780);PubChem class - bio and metabolites;YMDB:(1126)	19988522	554.4799	195.886	3561_CARA_C18_pos_SIRIUS_524
69	4	1	N/A	-19.264181948652617	0.3738693467336684	15.226719485195638	C27H50O6	[M + H3N + H]+	VLPFTAMPNXLGLX	InChI=1S/C27H50O6/c1-4-7-10-13-16-19-25(28)31-22-24(33-27(30)21-18-15-12-9-6-3)23-32-26(29)20-17-14-11-8-5-2/h24H,4-23H2,1-3H3	Caprylin	CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC	8.89999962	10850;9956522;71309038;90472187;101374874;102601128;124203059	HMDB:(11187);SuperNatural:(SN00220468);additional;HSDB:(538-23-8);MeSH:(10850);PubMed;NORMAN:(NS00013245);COCONUT:(CNP0044728);PubChem:(10850 9956522 71309038 90472187 101374874 102601128 124203059);CHEBI:(76978);PubChem class - bio and metabolites;KEGG:(C13044);PubChem class - safety and toxic;Training Set;PubChem class - drug	121389934	488.3907	167.728	7275_CARA_C18_pos_SIRIUS_24879
70	2	2	N/A	-64.26389907800196	0.9999999999999999	47.10215628556581	C22H42O2	[M + H3N + H]+	KJDZDTDNIULJBE	InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h11-12H,2-10,13-21H2,1H3,(H,23,24)	cetoleate	CCCCCCCCCCC=CCCCCCCCCCC(=O)O	8.45365524	160494;5282771;5312549;5460982	COCONUT:(CNP0169087);HMDB:(2884 31013);Natural Products:(UNPD73373 UNPD100260 UNPD220239);PubChem:(160494 5282771 5312549 5460982);SuperNatural:(SN00286967 SN00243498);CHEBI:(32429 32428);PubChem class - bio and metabolites;MeSH:(5282771 5312549);PubMed	19955822	356.3516	76.113	1893_CARA_C18_pos_SIRIUS_4620
