shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_most specific class	CAN_level 5	CAN_subclass	CAN_class	CAN_superclass	CAN_all classifications
3417	2640_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3417	C29H59NO4	[M - H]-	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
784	514_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_784	C51H99NO8	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1719	1316_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1719	C56H109NO8	[M - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Glucuronides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5313	4062_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_5313	C24H48O9	[M - H4O2 - H]-	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4856	3769_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4856	C36H71NO7	[M - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
6621	5002_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_6621	C11H4F20O3	[M - H2O - H]-	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives	Alkyl fluorides	Alkyl halides	Organohalogen compounds	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Halohydrins; Fluorohydrins; Alkyl halides; Alpha-halocarboxylic acids; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Perfluoroalkyl carboxylic acid and derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2001	1550_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2001	C44H79N5O6	[M - H2O - H]-	Tetrapyrroles and derivatives			Tetrapyrroles and derivatives	Organoheterocyclic compounds	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1328	996_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1328	C52H101NO7	[M - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Alkyl glycosides; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1297	968_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1297	C19H9Br3Cl2N4O2S	[M + Br]-	Benzenesulfonamides		Benzenesulfonamides	Benzene and substituted derivatives	Benzenoids	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5062	3902_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_5062	C30H60O7	[M - H4O2 - H]-	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3022	2300_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3022	C38H76O10	[M - H4O2 - H]-	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1599	1228_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1599	C20H38O4	[M - H4O2 - H]-	Eicosanoids		Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Eicosanoids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5243	4017_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_5243	C31H60O4	[M - H]-	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
7657	5621_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7657	C38H79NO4S2	[M - H4O2 - H]-	Lipids and lipid-like molecules				Lipids and lipid-like molecules	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Organic disulfides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3384	2612_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3384	C54H103NO7	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Alkyl glycosides; O-glycosyl compounds; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1664	1273_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1664	C15H17ClI3N3O6	[M + Br]-	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Aryl iodides; Carboxylic acid derivatives; Organochlorides; Organoiodides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aryl halides; Alkyl halides; Propargyl-type 1,3-dipolar organic compounds; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2071	1607_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2071	C45H89N3O3	[M + Cl]-	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1286	960_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1286	C38H73N3O5	[M - H4O2 - H]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Organic nitro compounds; Ceramides; Organic oxoazanium compounds; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
410	207_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_410	C17H28N3O3	[M - H]-	1-hydroxy-2-unsubstituted benzenoids		1-hydroxy-2-unsubstituted benzenoids	Phenols	Benzenoids	Organic compounds; Organoheterocyclic compounds; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
6252	4716_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_6252	C36H68N4O4	[M + Cl]-	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
